key,title,genres,imdb_score
491,Naruto Shippuden the Movie: Bonds,action,6.8
492,Naruto Shippuden the Movie: The Will of Fire,action,7
492,Naruto Shippuden the Movie: The Will of Fire,animation,7
492,Naruto Shippuden the Movie: The Will of Fire,fantasy,7
493,Linewatch,thriller,5.4
493,Linewatch,crime,5.4
493,Linewatch,drama,5.4
494,The Boy Who Cried Werewolf,fantasy,5.9
494,The Boy Who Cried Werewolf,horror,5.9
494,The Boy Who Cried Werewolf,comedy,5.9
494,The Boy Who Cried Werewolf,family,5.9
495,Dostana,drama,6.5
495,Dostana,comedy,6.5
495,Dostana,romance,6.5
497,Don,thriller,7.1
497,Don,crime,7.1
497,Don,action,7.1
497,Don,european,7.1
501,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",action,7
501,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",animation,7
501,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",comedy,7
501,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",drama,7
501,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",fantasy,7
506,Bleach the Movie: Fade to Black,fantasy,7.2
506,Bleach the Movie: Fade to Black,drama,7.2
506,Bleach the Movie: Fade to Black,animation,7.2
506,Bleach the Movie: Fade to Black,action,7.2
507,Rang De Basanti,comedy,8.1
507,Rang De Basanti,drama,8.1
507,Rang De Basanti,history,8.1
507,Rang De Basanti,crime,8.1
509,Swades,drama,8.1
509,Swades,european,8.1
514,Kal Ho Naa Ho,drama,7.9
514,Kal Ho Naa Ho,comedy,7.9
514,Kal Ho Naa Ho,romance,7.9
515,Sivaji: The Boss,drama,7.5
515,Sivaji: The Boss,crime,7.5
515,Sivaji: The Boss,thriller,7.5
515,Sivaji: The Boss,action,7.5
516,Ishqiya,comedy,7.3
516,Ishqiya,thriller,7.3
516,Ishqiya,romance,7.3
516,Ishqiya,drama,7.3
518,Guzaarish,drama,7.4
518,Guzaarish,romance,7.4
522,Kabhi Alvida Naa Kehna,drama,6
522,Kabhi Alvida Naa Kehna,romance,6
524,Black Friday,crime,8.4
524,Black Friday,action,8.4
524,Black Friday,drama,8.4
524,Black Friday,history,8.4
528,Golmaal Returns,comedy,5.1
528,Golmaal Returns,crime,5.1
531,Bluffmaster!,drama,6.6
531,Bluffmaster!,comedy,6.6
531,Bluffmaster!,romance,6.6
531,Bluffmaster!,thriller,6.6
531,Bluffmaster!,crime,6.6
532,Inuyasha the Movie 4: Fire on the Mystic Island,fantasy,7.2
532,Inuyasha the Movie 4: Fire on the Mystic Island,action,7.2
532,Inuyasha the Movie 4: Fire on the Mystic Island,comedy,7.2
532,Inuyasha the Movie 4: Fire on the Mystic Island,animation,7.2
539,Inuyasha the Movie: Affections Touching Across Time,action,7.2
539,Inuyasha the Movie: Affections Touching Across Time,animation,7.2
539,Inuyasha the Movie: Affections Touching Across Time,fantasy,7.2
540,Once Upon a Time in Mumbaai,thriller,7.4
540,Once Upon a Time in Mumbaai,crime,7.4
540,Once Upon a Time in Mumbaai,drama,7.4
540,Once Upon a Time in Mumbaai,romance,7.4
540,Once Upon a Time in Mumbaai,action,7.4
541,Guru,romance,7.7
541,Guru,documentation,7.7
541,Guru,drama,7.7
541,Guru,european,7.7
542,Main Hoon Na,drama,7
542,Main Hoon Na,romance,7
542,Main Hoon Na,thriller,7
542,Main Hoon Na,action,7
542,Main Hoon Na,comedy,7
543,Romantik Komedi,romance,5.3
543,Romantik Komedi,comedy,5.3
544,Jeff Dunham's Very Special Christmas Special,comedy,7.4
544,Jeff Dunham's Very Special Christmas Special,documentation,7.4
545,Paheli,fantasy,6.3
545,Paheli,drama,6.3
545,Paheli,romance,6.3
545,Paheli,comedy,6.3
546,Honeymoon Travels Pvt. Ltd.,comedy,6.1
546,Honeymoon Travels Pvt. Ltd.,drama,6.1
546,Honeymoon Travels Pvt. Ltd.,romance,6.1
548,Inuyasha the Movie 3: Swords of an Honorable Ruler,fantasy,7.6
548,Inuyasha the Movie 3: Swords of an Honorable Ruler,thriller,7.6
548,Inuyasha the Movie 3: Swords of an Honorable Ruler,animation,7.6
548,Inuyasha the Movie 3: Swords of an Honorable Ruler,action,7.6
550,Kaminey,drama,7.4
550,Kaminey,crime,7.4
550,Kaminey,action,7.4
550,Kaminey,thriller,7.4
552,Kevin Hart: I'm a Grown Little Man,comedy,7.5
552,Kevin Hart: I'm a Grown Little Man,documentation,7.5
553,G.O.R.A.,scifi,8
553,G.O.R.A.,comedy,8
558,"LSD: Love, Sex aur Dhokha",drama,7.2
558,"LSD: Love, Sex aur Dhokha",comedy,7.2
558,"LSD: Love, Sex aur Dhokha",crime,7.2
558,"LSD: Love, Sex aur Dhokha",romance,7.2
562,Chup Chup Ke,comedy,6.9
562,Chup Chup Ke,drama,6.9
562,Chup Chup Ke,romance,6.9
563,Manorama Six Feet Under,thriller,7.6
563,Manorama Six Feet Under,crime,7.6
563,Manorama Six Feet Under,drama,7.6
568,Karthik Calling Karthik,thriller,7.1
568,Karthik Calling Karthik,drama,7.1
568,Karthik Calling Karthik,romance,7.1
571,Ajab Prem Ki Ghazab Kahani,action,6.3
571,Ajab Prem Ki Ghazab Kahani,comedy,6.3
571,Ajab Prem Ki Ghazab Kahani,romance,6.3
572,Dhan Dhana Dhan Goal,drama,5
572,Dhan Dhana Dhan Goal,sport,5
572,Dhan Dhana Dhan Goal,thriller,5
574,Yuva,action,7.3
574,Yuva,drama,7.3
574,Yuva,thriller,7.3
576,Namastey London,comedy,7.1
576,Namastey London,drama,7.1
576,Namastey London,romance,7.1
577,Fashion,romance,6.9
577,Fashion,drama,6.9
578,Peepli Live,drama,7.4
578,Peepli Live,comedy,7.4
579,Lakshya,drama,7.8
579,Lakshya,romance,7.8
579,Lakshya,war,7.8
579,Lakshya,action,7.8
583,Do Dooni Chaar,drama,7.5
583,Do Dooni Chaar,comedy,7.5
583,Do Dooni Chaar,crime,7.5
584,Kismat Konnection,romance,5.3
584,Kismat Konnection,comedy,5.3
584,Kismat Konnection,drama,5.3
589,The Figurine (Araromire),horror,4.4
589,The Figurine (Araromire),thriller,4.4
591,Kurbaan,thriller,5.7
591,Kurbaan,action,5.7
591,Kurbaan,crime,5.7
591,Kurbaan,drama,5.7
591,Kurbaan,romance,5.7
591,Kurbaan,sport,5.7
593,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,animation,7.3
593,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,fantasy,7.3
593,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,action,7.3
593,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,romance,7.3
593,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,comedy,7.3
598,Chalte Chalte,comedy,6.5
598,Chalte Chalte,drama,6.5
598,Chalte Chalte,romance,6.5
599,Mumbai Meri Jaan,drama,7.7
600,Aamir,thriller,7.6
600,Aamir,action,7.6
600,Aamir,crime,7.6
600,Aamir,drama,7.6
606,Race,drama,6.9
606,Race,action,6.9
606,Race,thriller,6.9
606,Race,crime,6.9
606,Race,comedy,6.9
607,Udaan,drama,8.1
609,We Are Family,drama,5.6
609,We Are Family,comedy,5.6
609,We Are Family,family,5.6
611,Raajneeti,drama,7.1
611,Raajneeti,thriller,7.1
611,Raajneeti,crime,7.1
617,Dev.D,drama,7.9
617,Dev.D,romance,7.9
617,Dev.D,comedy,7.9
620,Aagey Se Right,comedy,5.2
620,Aagey Se Right,crime,5.2
620,Aagey Se Right,drama,5.2
627,I Hate Luv Storys,drama,5.6
627,I Hate Luv Storys,romance,5.6
627,I Hate Luv Storys,comedy,5.6
629,Welcome to Sajjanpur,comedy,6.9
629,Welcome to Sajjanpur,drama,6.9
631,I Am Kalam,comedy,8
631,I Am Kalam,drama,8
631,I Am Kalam,family,8
637,Main Aurr Mrs Khanna,drama,3.5
637,Main Aurr Mrs Khanna,comedy,3.5
637,Main Aurr Mrs Khanna,romance,3.5
641,Chance Pe Dance,drama,4.8
641,Chance Pe Dance,music,4.8
641,Chance Pe Dance,romance,4.8
641,Chance Pe Dance,comedy,4.8
651,Shootout at Lokhandwala,crime,7.1
651,Shootout at Lokhandwala,action,7.1
651,Shootout at Lokhandwala,history,7.1
654,Interview with a Serial Killer,documentation,5.9
654,Interview with a Serial Killer,crime,5.9
658,Dhoondte Reh Jaaoge,comedy,5.6
658,Dhoondte Reh Jaaoge,drama,5.6
663,Hattrick,romance,4.3
663,Hattrick,drama,4.3
663,Hattrick,comedy,4.3
663,Hattrick,sport,4.3
664,Harishchandrachi Factory,comedy,8.4
664,Harishchandrachi Factory,drama,8.4
667,What's Your Raashee?,comedy,4.8
667,What's Your Raashee?,drama,4.8
667,What's Your Raashee?,romance,4.8
684,A Very Special Love,romance,6.5
684,A Very Special Love,drama,6.5
684,A Very Special Love,comedy,6.5
692,Chhota Bheem Aur Krishna,animation,6.4
692,Chhota Bheem Aur Krishna,fantasy,6.4
701,Hop,comedy,5.4
701,Hop,fantasy,5.4
701,Hop,animation,5.4
701,Hop,family,5.4
702,"Crazy, Stupid, Love.",romance,7.4
702,"Crazy, Stupid, Love.",comedy,7.4
702,"Crazy, Stupid, Love.",drama,7.4
705,Margin Call,thriller,7.1
705,Margin Call,drama,7.1
706,Django Unchained,western,8.4
706,Django Unchained,drama,8.4
708,Looper,thriller,7.4
708,Looper,scifi,7.4
708,Looper,drama,7.4
708,Looper,crime,7.4
708,Looper,action,7.4
711,Argo,drama,7.7
711,Argo,thriller,7.7
713,Midnight in Paris,fantasy,7.7
713,Midnight in Paris,romance,7.7
713,Midnight in Paris,comedy,7.7
716,Warrior,drama,8.2
716,Warrior,action,8.2
716,Warrior,sport,8.2
718,Les Misérables,drama,7.5
718,Les Misérables,romance,7.5
718,Les Misérables,history,7.5
718,Les Misérables,war,7.5
720,The Girl with the Dragon Tattoo,crime,7.8
720,The Girl with the Dragon Tattoo,thriller,7.8
720,The Girl with the Dragon Tattoo,drama,7.8
721,Contagion,thriller,6.8
721,Contagion,scifi,6.8
721,Contagion,action,6.8
721,Contagion,drama,6.8
722,Battleship,scifi,5.8
722,Battleship,thriller,5.8
722,Battleship,action,5.8
722,Battleship,documentation,5.8
723,Killing Them Softly,crime,6.2
723,Killing Them Softly,thriller,6.2
723,Killing Them Softly,drama,6.2
724,Just Go with It,romance,6.4
724,Just Go with It,comedy,6.4
725,Dark Shadows,comedy,6.2
725,Dark Shadows,fantasy,6.2
725,Dark Shadows,horror,6.2
726,Sherlock Holmes: A Game of Shadows,crime,7.4
726,Sherlock Holmes: A Game of Shadows,thriller,7.4
726,Sherlock Holmes: A Game of Shadows,action,7.4
727,Silver Linings Playbook,drama,7.7
727,Silver Linings Playbook,romance,7.7
727,Silver Linings Playbook,comedy,7.7
730,Sucker Punch,fantasy,6
730,Sucker Punch,thriller,6
730,Sucker Punch,action,6
734,Total Recall,thriller,6.2
734,Total Recall,scifi,6.2
734,Total Recall,crime,6.2
734,Total Recall,action,6.2
736,Project X,comedy,6.6
737,Berserk: The Golden Age Arc I - The Egg of the King,fantasy,7.5
737,Berserk: The Golden Age Arc I - The Egg of the King,war,7.5
737,Berserk: The Golden Age Arc I - The Egg of the King,animation,7.5
737,Berserk: The Golden Age Arc I - The Egg of the King,action,7.5
737,Berserk: The Golden Age Arc I - The Egg of the King,drama,7.5
737,Berserk: The Golden Age Arc I - The Egg of the King,horror,7.5
738,Soul Surfer,drama,7
738,Soul Surfer,family,7
738,Soul Surfer,sport,7
740,Final Destination 5,horror,5.9
740,Final Destination 5,thriller,5.9
740,Final Destination 5,action,5.9
740,Final Destination 5,fantasy,5.9
740,Final Destination 5,documentation,5.9
740,Final Destination 5,european,5.9
741,Puss in Boots,comedy,6.6
741,Puss in Boots,animation,6.6
741,Puss in Boots,family,6.6
741,Puss in Boots,fantasy,6.6
741,Puss in Boots,action,6.6
742,Savages,thriller,6.4
742,Savages,action,6.4
742,Savages,crime,6.4
742,Savages,drama,6.4
744,Hall Pass,romance,5.9
744,Hall Pass,comedy,5.9
747,Rurouni Kenshin Part I: Origins,drama,7.4
747,Rurouni Kenshin Part I: Origins,war,7.4
747,Rurouni Kenshin Part I: Origins,action,7.4
747,Rurouni Kenshin Part I: Origins,history,7.4
748,Unknown,action,6.8
748,Unknown,thriller,6.8
748,Unknown,european,6.8
752,The Rite,drama,6
752,The Rite,thriller,6
752,The Rite,horror,6
756,Mean Girls 2,comedy,4.1
757,A Very Harold & Kumar Christmas,comedy,6.2
757,A Very Harold & Kumar Christmas,fantasy,6.2
757,A Very Harold & Kumar Christmas,romance,6.2
762,Red Riding Hood,fantasy,5.4
762,Red Riding Hood,thriller,5.4
762,Red Riding Hood,horror,5.4
762,Red Riding Hood,drama,5.4
762,Red Riding Hood,romance,5.4
765,New Year's Eve,comedy,5.6
765,New Year's Eve,romance,5.6
765,New Year's Eve,documentation,5.6
766,The Smurfs,fantasy,5.4
766,The Smurfs,comedy,5.4
766,The Smurfs,family,5.4
766,The Smurfs,animation,5.4
767,Jack and Jill,comedy,3.3
767,Jack and Jill,horror,3.3
768,Everything Must Go,comedy,6.4
768,Everything Must Go,drama,6.4
772,One Piece Film: Z,action,7.8
772,One Piece Film: Z,animation,7.8
772,One Piece Film: Z,fantasy,7.8
774,Arthur Christmas,drama,7.1
774,Arthur Christmas,animation,7.1
774,Arthur Christmas,family,7.1
774,Arthur Christmas,comedy,7.1
774,Arthur Christmas,fantasy,7.1
780,Quartet,romance,6.8
780,Quartet,comedy,6.8
780,Quartet,drama,6.8
780,Quartet,music,6.8
781,Berserk: The Golden Age Arc II - The Battle for Doldrey,fantasy,7.7
781,Berserk: The Golden Age Arc II - The Battle for Doldrey,drama,7.7
781,Berserk: The Golden Age Arc II - The Battle for Doldrey,horror,7.7
781,Berserk: The Golden Age Arc II - The Battle for Doldrey,animation,7.7
781,Berserk: The Golden Age Arc II - The Battle for Doldrey,action,7.7
784,Bill Burr: You People Are All The Same,comedy,8.2
785,Bully,drama,7.4
785,Bully,documentation,7.4
789,A Princess for Christmas,comedy,6.3
789,A Princess for Christmas,family,6.3
789,A Princess for Christmas,romance,6.3
789,A Princess for Christmas,drama,6.3
790,Middle of Nowhere,drama,6.5
791,Zindagi Na Milegi Dobara,comedy,8.1
791,Zindagi Na Milegi Dobara,drama,8.1
794,Escape from Planet Earth,comedy,5.8
794,Escape from Planet Earth,family,5.8
794,Escape from Planet Earth,scifi,5.8
794,Escape from Planet Earth,animation,5.8
797,Undefeated,documentation,7.7
797,Undefeated,sport,7.7
803,Barfi!,drama,8.1
803,Barfi!,comedy,8.1
803,Barfi!,romance,8.1
809,Joan Rivers: Don't Start with Me,comedy,6.6
812,Naruto Shippuden the Movie: Blood Prison,horror,7.1
812,Naruto Shippuden the Movie: Blood Prison,thriller,7.1
812,Naruto Shippuden the Movie: Blood Prison,animation,7.1
812,Naruto Shippuden the Movie: Blood Prison,action,7.1
812,Naruto Shippuden the Movie: Blood Prison,fantasy,7.1
812,Naruto Shippuden the Movie: Blood Prison,comedy,7.1
815,Tiger & Bunny: The Beginning,scifi,6.7
815,Tiger & Bunny: The Beginning,animation,6.7
815,Tiger & Bunny: The Beginning,action,6.7
817,Pyaar Ka Punchnama,romance,7.7
817,Pyaar Ka Punchnama,comedy,7.7
817,Pyaar Ka Punchnama,drama,7.7
817,Pyaar Ka Punchnama,european,7.7
818,Big Time Movie,comedy,6.1
818,Big Time Movie,family,6.1
818,Big Time Movie,music,6.1
824,Jeff Dunham: Minding the Monsters,comedy,7
826,Chillar Party,drama,7.5
826,Chillar Party,comedy,7.5
826,Chillar Party,family,7.5
828,Kyaa Super Kool Hain Hum,drama,5
828,Kyaa Super Kool Hain Hum,comedy,5
832,Rowdy Rathore,crime,5.9
832,Rowdy Rathore,action,5.9
832,Rowdy Rathore,comedy,5.9
834,OMG: Oh My God!,fantasy,8.1
834,OMG: Oh My God!,drama,8.1
834,OMG: Oh My God!,comedy,8.1
835,6 Bullets,thriller,6
835,6 Bullets,drama,6
835,6 Bullets,action,6
835,6 Bullets,crime,6
843,Shaitan,action,7.3
843,Shaitan,crime,7.3
843,Shaitan,thriller,7.3
843,Shaitan,drama,7.3
844,Paan Singh Tomar,drama,8.2
844,Paan Singh Tomar,sport,8.2
844,Paan Singh Tomar,thriller,8.2
844,Paan Singh Tomar,action,8.2
844,Paan Singh Tomar,crime,8.2
847,Game,thriller,5.2
847,Game,drama,5.2
847,Game,action,5.2
847,Game,crime,5.2
847,Game,european,5.2
848,Lavell Crawford: Can a Brother Get Some Love?,comedy,6.9
848,Lavell Crawford: Can a Brother Get Some Love?,documentation,6.9
850,Arjun: The Warrior Prince,animation,6.7
850,Arjun: The Warrior Prince,action,6.7
850,Arjun: The Warrior Prince,drama,6.7
854,Tere Naal Love Ho Gaya,romance,5.8
854,Tere Naal Love Ho Gaya,drama,5.8
854,Tere Naal Love Ho Gaya,comedy,5.8
855,FRED 3: Camp Fred,comedy,2
855,FRED 3: Camp Fred,family,2
856,Kalakalappu,comedy,6.9
858,Katt Williams: Kattpacalypse,comedy,5.5
859,No One Killed Jessica,crime,7.2
859,No One Killed Jessica,drama,7.2
859,No One Killed Jessica,thriller,7.2
860,Luv Shuv Tey Chicken Khurana,comedy,6.6
861,Ragini MMS,horror,5.1
861,Ragini MMS,drama,5.1
861,Ragini MMS,thriller,5.1
870,Tita Rahiba,comedy,5.2
870,Tita Rahiba,drama,5.2
871,Ek Main Aur Ekk Tu,drama,5.8
871,Ek Main Aur Ekk Tu,comedy,5.8
871,Ek Main Aur Ekk Tu,romance,5.8
873,Michael,thriller,5.3
873,Michael,drama,5.3
874,Bbuddah Hoga Terra Baap,thriller,5.6
874,Bbuddah Hoga Terra Baap,action,5.6
874,Bbuddah Hoga Terra Baap,comedy,5.6
874,Bbuddah Hoga Terra Baap,crime,5.6
875,Shor in the City,drama,7.2
875,Shor in the City,crime,7.2
876,Chhota Bheem & Krishna in Mayanagari,animation,9
876,Chhota Bheem & Krishna in Mayanagari,action,9
876,Chhota Bheem & Krishna in Mayanagari,fantasy,9
877,Department,thriller,3.2
877,Department,action,3.2
877,Department,crime,3.2
879,The Mistress,romance,6.3
879,The Mistress,drama,6.3
882,Ferrari Ki Sawaari,comedy,6.4
882,Ferrari Ki Sawaari,family,6.4
882,Ferrari Ki Sawaari,sport,6.4
882,Ferrari Ki Sawaari,drama,6.4
883,Zokkomon,scifi,3.9
883,Zokkomon,fantasy,3.9
883,Zokkomon,action,3.9
883,Zokkomon,family,3.9
888,Aiyyaa,comedy,4.3
888,Aiyyaa,romance,4.3
889,Blood Money,drama,5.1
889,Blood Money,thriller,5.1
889,Blood Money,action,5.1
889,Blood Money,crime,5.1
897,Chhota Bheem In Dholakpur to Kathmandu,animation,7.8
898,The Rise of Kirmada,animation,8
911,My Friend Pinto,comedy,5.3
911,My Friend Pinto,drama,5.3
911,My Friend Pinto,crime,5.3
920,Paddington,comedy,7.2
920,Paddington,animation,7.2
920,Paddington,family,7.2
920,Paddington,fantasy,7.2
920,Paddington,european,7.2
922,Nightcrawler,crime,7.8
922,Nightcrawler,thriller,7.8
922,Nightcrawler,drama,7.8
925,Her,drama,8
925,Her,romance,8
925,Her,scifi,8
926,42,drama,7.5
926,42,sport,7.5
927,The Imitation Game,thriller,8
927,The Imitation Game,drama,8
927,The Imitation Game,war,8
928,The Call,crime,6.7
928,The Call,thriller,6.7
928,The Call,drama,6.7
928,The Call,horror,6.7
928,The Call,european,6.7
930,Big Eyes,drama,7.2
930,Big Eyes,documentation,7.2
930,Big Eyes,crime,7.2
930,Big Eyes,romance,7.2
932,Oldboy,thriller,5.7
932,Oldboy,action,5.7
932,Oldboy,drama,5.7
933,Rush,drama,8.1
933,Rush,action,8.1
933,Rush,sport,8.1
933,Rush,european,8.1
935,How to Train Your Dragon 2,fantasy,7.8
935,How to Train Your Dragon 2,comedy,7.8
935,How to Train Your Dragon 2,family,7.8
935,How to Train Your Dragon 2,animation,7.8
935,How to Train Your Dragon 2,action,7.8
936,Begin Again,comedy,7.4
936,Begin Again,music,7.4
936,Begin Again,romance,7.4
936,Begin Again,drama,7.4
937,The Conjuring,thriller,7.5
937,The Conjuring,horror,7.5
938,Insidious: Chapter 2,thriller,6.5
938,Insidious: Chapter 2,horror,6.5
942,A Walk Among the Tombstones,drama,6.5
942,A Walk Among the Tombstones,thriller,6.5
942,A Walk Among the Tombstones,action,6.5
942,A Walk Among the Tombstones,crime,6.5
943,Olympus Has Fallen,thriller,6.5
943,Olympus Has Fallen,action,6.5
943,Olympus Has Fallen,drama,6.5
944,The Giver,drama,6.4
944,The Giver,scifi,6.4
944,The Giver,romance,6.4
944,The Giver,thriller,6.4
948,Creep,horror,6.3
948,Creep,thriller,6.3
949,St. Vincent,comedy,7.2
949,St. Vincent,drama,7.2
953,The Green Inferno,horror,5.3
953,The Green Inferno,thriller,5.3
954,Dark Skies,thriller,6.3
954,Dark Skies,horror,6.3
954,Dark Skies,scifi,6.3
954,Dark Skies,documentation,6.3
956,The Frozen Ground,thriller,6.4
956,The Frozen Ground,drama,6.4
956,The Frozen Ground,crime,6.4
959,Empire State,drama,5.2
959,Empire State,crime,5.2
959,Empire State,thriller,5.2
959,Empire State,action,5.2
959,Empire State,european,5.2
961,Shrek the Musical,fantasy,6.9
961,Shrek the Musical,family,6.9
961,Shrek the Musical,comedy,6.9
962,The Butler,drama,7.2
962,The Butler,european,7.2
965,Scary Movie 5,comedy,3.5
965,Scary Movie 5,horror,3.5
969,Cloudy with a Chance of Meatballs 2,comedy,6.3
969,Cloudy with a Chance of Meatballs 2,family,6.3
969,Cloudy with a Chance of Meatballs 2,fantasy,6.3
969,Cloudy with a Chance of Meatballs 2,scifi,6.3
969,Cloudy with a Chance of Meatballs 2,drama,6.3
969,Cloudy with a Chance of Meatballs 2,animation,6.3
973,Penguins of Madagascar,comedy,6.6
973,Penguins of Madagascar,animation,6.6
973,Penguins of Madagascar,family,6.6
973,Penguins of Madagascar,scifi,6.6
975,Texas Chainsaw 3D,horror,4.8
975,Texas Chainsaw 3D,thriller,4.8
979,Mr. Peabody & Sherman,action,6.8
979,Mr. Peabody & Sherman,family,6.8
979,Mr. Peabody & Sherman,animation,6.8
979,Mr. Peabody & Sherman,history,6.8
979,Mr. Peabody & Sherman,scifi,6.8
979,Mr. Peabody & Sherman,romance,6.8
979,Mr. Peabody & Sherman,comedy,6.8
979,Mr. Peabody & Sherman,fantasy,6.8
980,Vampire Academy,fantasy,5.4
980,Vampire Academy,horror,5.4
980,Vampire Academy,thriller,5.4
980,Vampire Academy,action,5.4
980,Vampire Academy,comedy,5.4
980,Vampire Academy,drama,5.4
981,"I, Frankenstein",horror,5.1
981,"I, Frankenstein",thriller,5.1
981,"I, Frankenstein",scifi,5.1
981,"I, Frankenstein",action,5.1
981,"I, Frankenstein",fantasy,5.1
982,Seventh Son,fantasy,5.5
982,Seventh Son,action,5.5
985,Sabotage,drama,5.7
985,Sabotage,thriller,5.7
985,Sabotage,western,5.7
985,Sabotage,action,5.7
985,Sabotage,crime,5.7
987,The Railway Man,drama,7.1
987,The Railway Man,european,7.1
987,The Railway Man,war,7.1
987,The Railway Man,romance,7.1
990,Life of Crime,comedy,5.8
990,Life of Crime,crime,5.8
991,Get on Up,drama,6.9
991,Get on Up,music,6.9
993,The November Man,crime,6.3
993,The November Man,action,6.3
993,The November Man,thriller,6.3
995,The Nut Job,comedy,5.7
995,The Nut Job,crime,5.7
995,The Nut Job,family,5.7
995,The Nut Job,animation,5.7
997,Brick Mansions,crime,5.6
997,Brick Mansions,drama,5.6
997,Brick Mansions,action,5.6
997,Brick Mansions,thriller,5.6
998,The Big Wedding,comedy,5.6
998,The Big Wedding,drama,5.6
998,The Big Wedding,romance,5.6
1002,The Battered Bastards of Baseball,documentation,8
1002,The Battered Bastards of Baseball,sport,8
1008,The Smurfs 2,fantasy,5.3
1008,The Smurfs 2,animation,5.3
1008,The Smurfs 2,comedy,5.3
1008,The Smurfs 2,family,5.3
1009,Metallica: Through the Never,music,7.1
1010,Walk of Shame,comedy,6
1011,Search Party,comedy,5.6
1012,Stand by Me Doraemon,fantasy,7.3
1012,Stand by Me Doraemon,animation,7.3
1012,Stand by Me Doraemon,comedy,7.3
1012,Stand by Me Doraemon,drama,7.3
1012,Stand by Me Doraemon,family,7.3
1012,Stand by Me Doraemon,scifi,7.3
1013,Thanks for Sharing,drama,6.4
1013,Thanks for Sharing,comedy,6.4
1013,Thanks for Sharing,romance,6.4
1017,The Haunting in Connecticut 2: Ghosts of Georgia,horror,5.2
1017,The Haunting in Connecticut 2: Ghosts of Georgia,thriller,5.2
1017,The Haunting in Connecticut 2: Ghosts of Georgia,drama,5.2
1020,Elena,documentation,7.6
1020,Elena,european,7.6
1020,Elena,drama,7.6
1020,Elena,family,7.6
1022,Berserk: The Golden Age Arc III - The Advent,fantasy,7.8
1022,Berserk: The Golden Age Arc III - The Advent,action,7.8
1022,Berserk: The Golden Age Arc III - The Advent,drama,7.8
1022,Berserk: The Golden Age Arc III - The Advent,horror,7.8
1022,Berserk: The Golden Age Arc III - The Advent,romance,7.8
1022,Berserk: The Golden Age Arc III - The Advent,animation,7.8
1025,A Haunted House 2,comedy,4.6
1025,A Haunted House 2,horror,4.6
1025,A Haunted House 2,fantasy,4.6
1028,We Steal Secrets: The Story of WikiLeaks,documentation,6.9
1029,Effie Gray,drama,6
1029,Effie Gray,romance,6
1030,Free Birds,comedy,5.8
1030,Free Birds,family,5.8
1030,Free Birds,scifi,5.8
1030,Free Birds,animation,5.8
1032,The Short Game,documentation,7.3
1032,The Short Game,sport,7.3
1033,PK,comedy,8.2
1033,PK,drama,8.2
1033,PK,romance,8.2
1033,PK,fantasy,8.2
1033,PK,scifi,8.2
1034,Underdogs,romance,6.5
1034,Underdogs,drama,6.5
1034,Underdogs,documentation,6.5
1034,Underdogs,sport,6.5
1034,Underdogs,animation,6.5
1034,Underdogs,family,6.5
1035,Jinxed,fantasy,6.4
1035,Jinxed,comedy,6.4
1035,Jinxed,family,6.4
1037,Swearnet: The Movie,comedy,6.1
1044,Chennai Express,romance,6.1
1044,Chennai Express,comedy,6.1
1044,Chennai Express,drama,6.1
1044,Chennai Express,action,6.1
1058,Haider,drama,8.1
1058,Haider,action,8.1
1058,Haider,crime,8.1
1058,Haider,thriller,8.1
1059,2 States,comedy,6.9
1059,2 States,drama,6.9
1059,2 States,romance,6.9
1063,A Fairly Odd Summer,fantasy,4
1063,A Fairly Odd Summer,animation,4
1063,A Fairly Odd Summer,comedy,4
1063,A Fairly Odd Summer,family,4
1068,Khoobsurat,comedy,6.5
1068,Khoobsurat,romance,6.5
1069,Monty Python: Live (Mostly),comedy,7.6
1069,Monty Python: Live (Mostly),documentation,7.6
1072,Highway,drama,7.6
1072,Highway,crime,7.6
1072,Highway,romance,7.6
1073,Queen,drama,8.2
1073,Queen,comedy,8.2
1081,Mission Blue,documentation,7.9
1081,Mission Blue,drama,7.9
1084,ABCD,drama,6.3
1084,ABCD,music,6.3
1086,City of God: 10 Years Later,documentation,6.4
1088,Bombay Talkies,drama,6.6
1092,Ragini MMS 2,horror,3.9
1093,Fukrey,romance,6.9
1093,Fukrey,comedy,6.9
1093,Fukrey,drama,6.9
1094,Dedh Ishqiya,drama,7
1094,Dedh Ishqiya,romance,7
1094,Dedh Ishqiya,thriller,7
1094,Dedh Ishqiya,comedy,7
1095,Hasee Toh Phasee,comedy,6.8
1095,Hasee Toh Phasee,romance,6.8
1100,Boss,action,5.3
1100,Boss,comedy,5.3
1100,Boss,crime,5.3
1100,Boss,drama,5.3
1104,Mary Kom,drama,6.9
1104,Mary Kom,sport,6.9
