key,title,genres,imdb_score
1104,Mary Kom,action,6.9
1110,Jim Jefferies: Bare,comedy,8
1111,Dabbe 5: Zehr-i Cin,horror,6
1117,Humpty Sharma Ki Dulhania,drama,6
1117,Humpty Sharma Ki Dulhania,comedy,6
1117,Humpty Sharma Ki Dulhania,romance,6
1119,The Butterfly's Dream,drama,7.8
1119,The Butterfly's Dream,history,7.8
1119,The Butterfly's Dream,romance,7.8
1120,Jeff Dunham: All Over the Map,comedy,7.1
1123,Ghanchakkar,thriller,5.8
1123,Ghanchakkar,crime,5.8
1123,Ghanchakkar,comedy,5.8
1133,Inkaar,drama,6.2
1133,Inkaar,romance,6.2
1133,Inkaar,thriller,6.2
1135,Coming Soon,drama,7.5
1135,Coming Soon,comedy,7.5
1135,Coming Soon,romance,7.5
1137,Refugiado,drama,6.4
1137,Refugiado,thriller,6.4
1137,Refugiado,european,6.4
1139,Wedding Association,comedy,7.1
1142,Madras Cafe,thriller,7.7
1142,Madras Cafe,action,7.7
1142,Madras Cafe,drama,7.7
1143,Deliha,comedy,4.5
1143,Deliha,family,4.5
1143,Deliha,romance,4.5
1146,Ungli,comedy,5.8
1146,Ungli,drama,5.8
1146,Ungli,thriller,5.8
1146,Ungli,crime,5.8
1150,Ghadi,drama,7.3
1150,Ghadi,comedy,7.3
1150,Ghadi,family,7.3
1152,October 1,thriller,6.4
1154,Satyagraha,drama,5.9
1154,Satyagraha,documentation,5.9
1166,Raja Natwarlal,thriller,6.1
1166,Raja Natwarlal,crime,6.1
1172,What the Fish,drama,5.2
1172,What the Fish,comedy,5.2
1187,Anaamika,thriller,5.5
1188,Mumbai Delhi Mumbai,comedy,5.7
1188,Mumbai Delhi Mumbai,romance,5.7
1203,Gollu Aur Pappu,comedy,3.8
1210,Chhota Bheem Aur Hanuman,fantasy,7.1
1210,Chhota Bheem Aur Hanuman,animation,7.1
1230,Hunt for the Wilderpeople,comedy,7.8
1230,Hunt for the Wilderpeople,drama,7.8
1230,Hunt for the Wilderpeople,action,7.8
1231,Hell or High Water,western,7.6
1231,Hell or High Water,thriller,7.6
1231,Hell or High Water,action,7.6
1231,Hell or High Water,crime,7.6
1231,Hell or High Water,drama,7.6
1234,It Follows,horror,6.8
1234,It Follows,thriller,6.8
1240,Raw,horror,7
1240,Raw,drama,7
1240,Raw,fantasy,7
1240,Raw,european,7
1241,Kung Fu Panda 3,comedy,7.1
1241,Kung Fu Panda 3,animation,7.1
1241,Kung Fu Panda 3,action,7.1
1241,Kung Fu Panda 3,family,7.1
1241,Kung Fu Panda 3,fantasy,7.1
1241,Kung Fu Panda 3,drama,7.1
1242,Ouija: Origin of Evil,thriller,5.3
1242,Ouija: Origin of Evil,horror,5.3
1242,Ouija: Origin of Evil,drama,5.3
1244,Nocturnal Animals,drama,7.5
1244,Nocturnal Animals,thriller,7.5
1245,The Gift,thriller,7.1
1245,The Gift,drama,7.1
1245,The Gift,documentation,7.1
1249,War Dogs,crime,7.1
1249,War Dogs,drama,7.1
1249,War Dogs,comedy,7.1
1249,War Dogs,war,7.1
1250,Blackhat,thriller,5.4
1250,Blackhat,action,5.4
1250,Blackhat,crime,5.4
1253,The Hateful Eight,western,7.8
1253,The Hateful Eight,crime,7.8
1253,The Hateful Eight,drama,7.8
1253,The Hateful Eight,thriller,7.8
1254,Crimson Peak,thriller,6.5
1254,Crimson Peak,drama,6.5
1254,Crimson Peak,horror,6.5
1254,Crimson Peak,romance,6.5
1254,Crimson Peak,fantasy,6.5
1257,Tangerine,comedy,7.1
1257,Tangerine,drama,7.1
1257,Tangerine,crime,7.1
1259,Legend,thriller,6.9
1259,Legend,crime,6.9
1259,Legend,drama,6.9
1259,Legend,european,6.9
1267,"Hail, Caesar!",drama,6.3
1267,"Hail, Caesar!",comedy,6.3
1267,"Hail, Caesar!",music,6.3
1271,The Edge of Seventeen,comedy,7.3
1271,The Edge of Seventeen,drama,7.3
1273,Steve Jobs,drama,7.2
1276,A Silent Voice: The Movie,romance,8.1
1276,A Silent Voice: The Movie,animation,8.1
1276,A Silent Voice: The Movie,drama,8.1
1276,A Silent Voice: The Movie,family,8.1
1280,London Has Fallen,thriller,5.9
1280,London Has Fallen,crime,5.9
1280,London Has Fallen,drama,5.9
1280,London Has Fallen,action,5.9
1281,Mr. Right,comedy,6.3
1281,Mr. Right,romance,6.3
1281,Mr. Right,action,6.3
1284,Chappie,scifi,6.8
1284,Chappie,drama,6.8
1284,Chappie,thriller,6.8
1284,Chappie,action,6.8
1284,Chappie,crime,6.8
1285,Christine,drama,6.9
1288,B?hubali: The Beginning,drama,8
1288,B?hubali: The Beginning,action,8
1288,B?hubali: The Beginning,fantasy,8
1290,Hush,horror,6.6
1290,Hush,thriller,6.6
1293,The Conjuring 2,thriller,7.3
1293,The Conjuring 2,horror,7.3
1293,The Conjuring 2,drama,7.3
1295,Gantz:O,animation,7.1
1295,Gantz:O,scifi,7.1
1295,Gantz:O,action,7.1
1295,Gantz:O,drama,7.1
1295,Gantz:O,fantasy,7.1
1295,Gantz:O,thriller,7.1
1295,Gantz:O,horror,7.1
1296,Unfriended,thriller,5.5
1296,Unfriended,horror,5.5
1296,Unfriended,drama,5.5
1300,In a Valley of Violence,thriller,6
1300,In a Valley of Violence,western,6
1300,In a Valley of Violence,drama,6
1300,In a Valley of Violence,crime,6
1300,In a Valley of Violence,action,6
1303,"Hello, My Name Is Doris",romance,6.6
1303,"Hello, My Name Is Doris",comedy,6.6
1303,"Hello, My Name Is Doris",drama,6.6
1307,A Monster Calls,fantasy,7.5
1307,A Monster Calls,drama,7.5
1307,A Monster Calls,thriller,7.5
1307,A Monster Calls,animation,7.5
1307,A Monster Calls,family,7.5
1307,A Monster Calls,european,7.5
1310,Under the Shadow,thriller,6.8
1310,Under the Shadow,horror,6.8
1310,Under the Shadow,war,6.8
1310,Under the Shadow,drama,6.8
1310,Under the Shadow,fantasy,6.8
1312,Loving,drama,7
1312,Loving,romance,7
1317,The Danish Girl,drama,7.1
1317,The Danish Girl,romance,7.1
1317,The Danish Girl,european,7.1
1318,He Never Died,horror,6.4
1318,He Never Died,fantasy,6.4
1318,He Never Died,drama,6.4
1318,He Never Died,thriller,6.4
1318,He Never Died,comedy,6.4
1319,Home,fantasy,6.6
1319,Home,scifi,6.6
1319,Home,comedy,6.6
1319,Home,family,6.6
1319,Home,animation,6.6
1322,Before I Wake,drama,6.2
1322,Before I Wake,fantasy,6.2
1322,Before I Wake,horror,6.2
1322,Before I Wake,thriller,6.2
1324,The Fundamentals of Caring,drama,7.3
1324,The Fundamentals of Caring,comedy,7.3
1327,Batman: The Killing Joke,drama,6.4
1327,Batman: The Killing Joke,crime,6.4
1327,Batman: The Killing Joke,thriller,6.4
1327,Batman: The Killing Joke,animation,6.4
1327,Batman: The Killing Joke,action,6.4
1328,Cop Car,thriller,6.3
1328,Cop Car,crime,6.3
1329,Bastille Day,action,6.3
1329,Bastille Day,drama,6.3
1329,Bastille Day,thriller,6.3
1329,Bastille Day,crime,6.3
1330,Sinister 2,horror,5.3
1330,Sinister 2,thriller,5.3
1334,American Ultra,comedy,6.1
1334,American Ultra,action,6.1
1334,American Ultra,scifi,6.1
1336,Spectral,scifi,6.3
1336,Spectral,action,6.3
1336,Spectral,thriller,6.3
1338,"Crouching Tiger, Hidden Dragon: Sword of Destiny",drama,6.1
1338,"Crouching Tiger, Hidden Dragon: Sword of Destiny",fantasy,6.1
1338,"Crouching Tiger, Hidden Dragon: Sword of Destiny",action,6.1
1343,The Bye Bye Man,thriller,4.3
1343,The Bye Bye Man,fantasy,4.3
1343,The Bye Bye Man,horror,4.3
1343,The Bye Bye Man,drama,4.3
1345,Beasts of No Nation,war,7.7
1345,Beasts of No Nation,drama,7.7
1348,Self/less,scifi,6.5
1348,Self/less,thriller,6.5
1348,Self/less,action,6.5
1348,Self/less,drama,6.5
1349,Collateral Beauty,drama,6.7
1349,Collateral Beauty,romance,6.7
1356,The Forest,thriller,4.8
1356,The Forest,scifi,4.8
1356,The Forest,drama,4.8
1356,The Forest,fantasy,4.8
1356,The Forest,horror,4.8
1357,Demonic,thriller,5.3
1357,Demonic,horror,5.3
1360,Hyena Road,thriller,6.5
1360,Hyena Road,action,6.5
1360,Hyena Road,drama,6.5
1360,Hyena Road,war,6.5
1364,Ip Man 3,drama,7
1364,Ip Man 3,action,7
1364,Ip Man 3,history,7
1372,ARQ,scifi,6.3
1372,ARQ,thriller,6.3
1372,ARQ,action,6.3
1374,Ratchet & Clank,action,5.5
1374,Ratchet & Clank,animation,5.5
1374,Ratchet & Clank,comedy,5.5
1374,Ratchet & Clank,family,5.5
1374,Ratchet & Clank,scifi,5.5
1374,Ratchet & Clank,fantasy,5.5
1375,Dangal,action,8.4
1375,Dangal,drama,8.4
1375,Dangal,sport,8.4
1377,Pee-wee's Big Holiday,comedy,6.1
1377,Pee-wee's Big Holiday,family,6.1
1383,The Young Messiah,drama,5.6
1383,The Young Messiah,fantasy,5.6
1387,Marauders,thriller,5.5
1387,Marauders,action,5.5
1387,Marauders,crime,5.5
1391,Our Brand Is Crisis,comedy,6.1
1391,Our Brand Is Crisis,drama,6.1
1392,The Ridiculous 6,western,4.8
1392,The Ridiculous 6,action,4.8
1392,The Ridiculous 6,comedy,4.8
1393,Special Correspondents,comedy,5.8
1394,Jem and the Holograms,fantasy,4.1
1394,Jem and the Holograms,drama,4.1
1394,Jem and the Holograms,family,4.1
1394,Jem and the Holograms,music,4.1
1394,Jem and the Holograms,romance,4.1
1394,Jem and the Holograms,scifi,4.1
1396,Mindhorn,comedy,6.3
1396,Mindhorn,thriller,6.3
1397,The Do-Over,action,5.7
1397,The Do-Over,comedy,5.7
1404,Suffragette,drama,6.9
1404,Suffragette,history,6.9
1411,By the Sea,drama,5.3
1411,By the Sea,european,5.3
1411,By the Sea,romance,5.3
1420,Results,comedy,5.4
1420,Results,romance,5.4
1425,Legends of the Hidden Temple,family,5.7
1431,Message from the King,thriller,6.4
1431,Message from the King,drama,6.4
1431,Message from the King,action,6.4
1431,Message from the King,crime,6.4
1431,Message from the King,european,6.4
1436,Sleight,thriller,5.9
1436,Sleight,crime,5.9
1436,Sleight,drama,5.9
1436,Sleight,scifi,5.9
1436,Sleight,action,5.9
1438,Middle School: The Worst Years of My Life,comedy,6
1438,Middle School: The Worst Years of My Life,family,6
1438,Middle School: The Worst Years of My Life,animation,6
1440,Rock the Kasbah,comedy,5.5
1440,Rock the Kasbah,music,5.5
1440,Rock the Kasbah,war,5.5
1448,Kevin Hart: What Now?,comedy,5.9
1448,Kevin Hart: What Now?,documentation,5.9
1449,Extraction,thriller,4.1
1449,Extraction,action,4.1
1451,The Warriors Gate,action,5.4
1451,The Warriors Gate,comedy,5.4
1451,The Warriors Gate,family,5.4
1451,The Warriors Gate,fantasy,5.4
1451,The Warriors Gate,european,5.4
1454,Incarnate,horror,5.2
1454,Incarnate,thriller,5.2
1456,Term Life,thriller,5.6
1456,Term Life,action,5.6
1456,Term Life,crime,5.6
1456,Term Life,drama,5.6
1458,Drishyam,thriller,8.2
1458,Drishyam,crime,8.2
1458,Drishyam,drama,8.2
1460,John Mulaney: The Comeback Kid,comedy,7.9
1460,John Mulaney: The Comeback Kid,documentation,7.9
1471,True Memoirs of an International Assassin,action,5.9
1471,True Memoirs of an International Assassin,comedy,5.9
1471,True Memoirs of an International Assassin,crime,5.9
1473,The Darkness,thriller,4.5
1473,The Darkness,horror,4.5
1485,Pandora,drama,6.6
1485,Pandora,action,6.6
1485,Pandora,thriller,6.6
1486,Ok Kanmani,drama,7.5
1486,Ok Kanmani,romance,7.5
1501,Kapoor & Sons,romance,7.7
1501,Kapoor & Sons,comedy,7.7
1501,Kapoor & Sons,drama,7.7
1501,Kapoor & Sons,family,7.7
1510,Septembers of Shiraz,drama,7.9
1510,Septembers of Shiraz,thriller,7.9
1510,Septembers of Shiraz,western,7.9
1518,Brothers,drama,6.4
1518,Brothers,action,6.4
1518,Brothers,sport,6.4
1536,Heneral Luna,action,7.4
1536,Heneral Luna,drama,7.4
1536,Heneral Luna,history,7.4
1536,Heneral Luna,war,7.4
1538,Mucize,drama,7.7
1538,Mucize,comedy,7.7
1538,Mucize,romance,7.7
1538,Mucize,documentation,7.7
1538,Mucize,european,7.7
1543,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,comedy,7.4
1543,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,documentation,7.4
1545,Jim Jefferies: Freedumb,comedy,7.7
1545,Jim Jefferies: Freedumb,documentation,7.7
1546,Force 2,crime,6.2
1546,Force 2,action,6.2
1546,Force 2,thriller,6.2
1550,Tamasha,drama,7.4
1550,Tamasha,comedy,7.4
1550,Tamasha,romance,7.4
1554,Strange Weather,drama,6
1561,The Guardian Brothers,animation,5.4
1561,The Guardian Brothers,family,5.4
1561,The Guardian Brothers,fantasy,5.4
1561,The Guardian Brothers,comedy,5.4
1571,Udta Punjab,crime,7.8
1571,Udta Punjab,action,7.8
1571,Udta Punjab,drama,7.8
1573,Toro,thriller,5.9
1573,Toro,action,5.9
1573,Toro,crime,5.9
1573,Toro,drama,5.9
1573,Toro,european,5.9
1574,Jeff Dunham: Unhinged in Hollywood,comedy,6.7
1576,Hunterrr,romance,7
1576,Hunterrr,drama,7
1576,Hunterrr,comedy,7
1579,Keith Richards: Under the Influence,music,7.1
1579,Keith Richards: Under the Influence,documentation,7.1
1586,4K Fireplace,family,7.7
1586,4K Fireplace,reality,7.7
1590,Smoke & Mirrors,thriller,6.9
1590,Smoke & Mirrors,european,6.9
1603,The Lion Woman,drama,6.6
1603,The Lion Woman,european,6.6
1605,The Beginning of Life,documentation,7.6
1605,The Beginning of Life,family,7.6
1606,Pyaar Ka Punchnama 2,comedy,7.3
1606,Pyaar Ka Punchnama 2,drama,7.3
1606,Pyaar Ka Punchnama 2,romance,7.3
1622,Gridlocked,action,5.8
1625,Chocolate City: Vegas Strip,drama,3.7
1634,Ali Baba and the 7 Dwarfs,comedy,5.8
1634,Ali Baba and the 7 Dwarfs,action,5.8
1634,Ali Baba and the 7 Dwarfs,drama,5.8
1636,Talvar,thriller,8.1
1636,Talvar,crime,8.1
1636,Talvar,drama,8.1
1637,"Liar, Liar, Vampire",comedy,5.8
1637,"Liar, Liar, Vampire",family,5.8
1639,Dil Dhadakne Do,drama,7
1639,Dil Dhadakne Do,comedy,7
1639,Dil Dhadakne Do,romance,7
1640,Wazir,thriller,7.2
1640,Wazir,crime,7.2
1640,Wazir,action,7.2
1640,Wazir,drama,7.2
1645,1898: Our Last Men in the Philippines,drama,6.5
1645,1898: Our Last Men in the Philippines,history,6.5
1645,1898: Our Last Men in the Philippines,war,6.5
1645,1898: Our Last Men in the Philippines,european,6.5
1653,Gabbar Is Back,drama,7.2
1653,Gabbar Is Back,action,7.2
1653,Gabbar Is Back,crime,7.2
1653,Gabbar Is Back,comedy,7.2
1655,Jonah,thriller,5.4
1655,Jonah,drama,5.4
1655,Jonah,romance,5.4
1655,Jonah,family,5.4
1657,Motu Patlu: King Of Kings,animation,6.8
1657,Motu Patlu: King Of Kings,comedy,6.8
1663,Puerto Ricans in Paris,comedy,5.3
1671,ABCD 2,music,5.4
1671,ABCD 2,drama,5.4
1680,Te3n,thriller,7.3
1680,Te3n,drama,7.3
1686,U Turn,horror,7.5
1686,U Turn,thriller,7.5
1686,U Turn,crime,7.5
1686,U Turn,drama,7.5
1690,Poshter Girl,comedy,6.6
1692,Shaandaar,romance,3.6
1692,Shaandaar,drama,3.6
1692,Shaandaar,comedy,3.6
1695,Hawaizaada,fantasy,5.6
1695,Hawaizaada,drama,5.6
1697,Very Big Shot,thriller,7.1
1697,Very Big Shot,action,7.1
1697,Very Big Shot,crime,7.1
1697,Very Big Shot,drama,7.1
1699,X: Past Is Present,drama,5.1
1699,X: Past Is Present,thriller,5.1
1699,X: Past Is Present,romance,5.1
1704,Hannibal Buress: Comedy Camisado,comedy,6.6
1706,Bangistan,comedy,4.5
1706,Bangistan,drama,4.5
1709,Kiss of Life,comedy,5.9
1709,Kiss of Life,romance,5.9
1709,Kiss of Life,drama,5.9
1711,S Storm,action,5.2
1711,S Storm,thriller,5.2
1711,S Storm,crime,5.2
1711,S Storm,drama,5.2
1716,Husband Factor,comedy,6.2
1716,Husband Factor,fantasy,6.2
1716,Husband Factor,romance,6.2
1716,Husband Factor,drama,6.2
1725,Husband Factor: Resurrection,comedy,5.4
1725,Husband Factor: Resurrection,family,5.4
1725,Husband Factor: Resurrection,romance,5.4
1725,Husband Factor: Resurrection,drama,5.4
1725,Husband Factor: Resurrection,fantasy,5.4
1734,Wedding Association 2: Circumcision,comedy,6.4
1740,Niyazi Gül Dörtnala,comedy,4.5
1740,Niyazi Gül Dörtnala,drama,4.5
1740,Niyazi Gül Dörtnala,action,4.5
1742,My Mother's Wound,drama,7.3
1742,My Mother's Wound,war,7.3
1753,Dedemin Fi?i,comedy,5.5
1753,Dedemin Fi?i,family,5.5
1765,Souk Bazaar,comedy,5.2
1766,Dharam Sankat Mein,comedy,6.3
1766,Dharam Sankat Mein,drama,6.3
1775,Kara Bela,comedy,6.8
1775,Kara Bela,action,6.8
1775,Kara Bela,drama,6.8
1781,Sommore: The Reign Continues,comedy,6.9
1789,Chris D'Elia: Incorrigible,comedy,6.4
1789,Chris D'Elia: Incorrigible,documentation,6.4
1797,'76,romance,5.6
1797,'76,drama,5.6
1807,Snervous Tyler Oakley,documentation,5.4
1810,A Chaster Marriage,romance,5.4
1810,A Chaster Marriage,family,5.4
1810,A Chaster Marriage,comedy,5.4
1812,Hajwala: The Missing Engine,drama,2.1
1812,Hajwala: The Missing Engine,thriller,2.1
1812,Hajwala: The Missing Engine,action,2.1
1812,Hajwala: The Missing Engine,crime,2.1
1812,Hajwala: The Missing Engine,sport,2.1
1823,Jada,drama,5.3
1823,Jada,sport,5.3
1827,Blade Runner 2049,scifi,8
1827,Blade Runner 2049,thriller,8
1827,Blade Runner 2049,action,8
1827,Blade Runner 2049,drama,8
1829,Sorry to Bother You,fantasy,6.9
1829,Sorry to Bother You,scifi,6.9
1829,Sorry to Bother You,drama,6.9
1829,Sorry to Bother You,comedy,6.9
1830,Dunkirk,drama,7.8
1830,Dunkirk,history,7.8
1830,Dunkirk,thriller,7.8
1830,Dunkirk,war,7.8
1830,Dunkirk,action,7.8
1830,Dunkirk,european,7.8
1831,Wind River,thriller,7.7
1831,Wind River,crime,7.7
1831,Wind River,drama,7.7
1831,Wind River,western,7.7
1832,Molly's Game,drama,7.4
1832,Molly's Game,crime,7.4
1832,Molly's Game,sport,7.4
1836,Den of Thieves,thriller,7
1836,Den of Thieves,action,7
1836,Den of Thieves,crime,7
1836,Den of Thieves,drama,7
1838,Phantom Thread,romance,7.4
1838,Phantom Thread,drama,7.4
1845,Lady Bird,drama,7.4
1845,Lady Bird,comedy,7.4
1847,The Ritual,horror,6.3
1847,The Ritual,thriller,6.3
1853,Darkest Hour,drama,7.4
1853,Darkest Hour,war,7.4
1853,Darkest Hour,history,7.4
1853,Darkest Hour,thriller,7.4
1853,Darkest Hour,family,7.4
1859,The Nightingale,thriller,7.3
1859,The Nightingale,drama,7.3
1859,The Nightingale,horror,7.3
1865,The Disaster Artist,comedy,7.3
1865,The Disaster Artist,drama,7.3
1868,Ghostland,horror,6.4
1868,Ghostland,thriller,6.4
1868,Ghostland,drama,6.4
1868,Ghostland,european,6.4
1871,The Ballad of Buster Scruggs,western,7.3
1871,The Ballad of Buster Scruggs,comedy,7.3
1871,The Ballad of Buster Scruggs,drama,7.3
1871,The Ballad of Buster Scruggs,romance,7.3
1872,Okja,drama,7.3
1872,Okja,scifi,7.3
1872,Okja,action,7.3
1874,The Bad Batch,drama,5.2
1874,The Bad Batch,action,5.2
1874,The Bad Batch,horror,5.2
1874,The Bad Batch,romance,5.2
1874,The Bad Batch,scifi,5.2
1882,Shot Caller,thriller,7.3
1882,Shot Caller,crime,7.3
1882,Shot Caller,drama,7.3
1884,The Shack,fantasy,6.2
1884,The Shack,drama,6.2
1889,Roma,drama,7.7
1889,Roma,european,7.7
1891,Crooked House,drama,6.3
1891,Crooked House,crime,6.3
1893,The Beguiled,drama,6.8
1893,The Beguiled,documentation,6.8
1893,The Beguiled,war,6.8
1893,The Beguiled,thriller,6.8
1898,What Happened to Monday,thriller,6.8
1898,What Happened to Monday,drama,6.8
1898,What Happened to Monday,action,6.8
1898,What Happened to Monday,crime,6.8
1898,What Happened to Monday,fantasy,6.8
1898,What Happened to Monday,scifi,6.8
1899,The Foreigner,thriller,7
1899,The Foreigner,action,7
1899,The Foreigner,crime,7
1899,The Foreigner,drama,7
1899,The Foreigner,european,7
1900,Apostle,thriller,6.3
1900,Apostle,horror,6.3
1900,Apostle,drama,6.3
1900,Apostle,fantasy,6.3
1902,The Package,comedy,5.5
1902,The Package,drama,5.5
1902,The Package,thriller,5.5
1905,Mary Magdalene,drama,5.9
1910,The Invisible Guest,thriller,8
1910,The Invisible Guest,crime,8
1910,The Invisible Guest,drama,8
1910,The Invisible Guest,european,8
1911,The Cloverfield Paradox,thriller,5.5
1911,The Cloverfield Paradox,horror,5.5
1911,The Cloverfield Paradox,scifi,5.5
1911,The Cloverfield Paradox,drama,5.5
1911,The Cloverfield Paradox,action,5.5
1914,Abducted in Plain Sight,crime,6.8
1914,Abducted in Plain Sight,documentation,6.8
1914,Abducted in Plain Sight,thriller,6.8
1914,Abducted in Plain Sight,drama,6.8
1915,Annabelle: Creation,horror,6.5
1915,Annabelle: Creation,thriller,6.5
1923,I Am Not Your Negro,documentation,7.9
1923,I Am Not Your Negro,history,7.9
1923,I Am Not Your Negro,european,7.9
1926,Bird Box,thriller,6.6
1926,Bird Box,drama,6.6
1926,Bird Box,horror,6.6
1926,Bird Box,scifi,6.6
1928,The Zookeeper's Wife,drama,7
1928,The Zookeeper's Wife,war,7
1928,The Zookeeper's Wife,history,7
1931,Outlaw King,drama,6.9
1931,Outlaw King,action,6.9
1931,Outlaw King,history,6.9
1931,Outlaw King,war,6.9
1933,Veronica,horror,6.2
1936,Beirut,thriller,6.4
1936,Beirut,action,6.4
1936,Beirut,crime,6.4
1936,Beirut,drama,6.4
1937,The Night Comes for Us,thriller,6.9
1937,The Night Comes for Us,action,6.9
1940,Destination Wedding,romance,6
1940,Destination Wedding,comedy,6
1940,Destination Wedding,drama,6
1946,The Babysitter,horror,6.4
1946,The Babysitter,comedy,6.4
1947,When We First Met,fantasy,6.4
1947,When We First Met,comedy,6.4
1947,When We First Met,romance,6.4
1948,Extinction,drama,5.8
1948,Extinction,thriller,5.8
1948,Extinction,scifi,5.8
1948,Extinction,action,5.8
1949,To All the Boys I've Loved Before,romance,7.1
1949,To All the Boys I've Loved Before,comedy,7.1
1949,To All the Boys I've Loved Before,drama,7.1
1954,Everybody Knows,drama,6.9
1954,Everybody Knows,crime,6.9
1954,Everybody Knows,thriller,6.9
1954,Everybody Knows,european,6.9
1962,Home Again,drama,5.8
1962,Home Again,romance,5.8
1962,Home Again,comedy,5.8
1963,Mudbound,drama,7.4
1963,Mudbound,war,7.4
1964,The Book of Henry,thriller,6.5
1964,The Book of Henry,crime,6.5
1964,The Book of Henry,drama,6.5
1972,Berlin Syndrome,thriller,6.2
1972,Berlin Syndrome,horror,6.2
1972,Berlin Syndrome,drama,6.2
1973,Anon,scifi,6.1
1973,Anon,drama,6.1
1973,Anon,action,6.1
1973,Anon,crime,6.1
1973,Anon,thriller,6.1
1973,Anon,european,6.1
1975,Replicas,thriller,5.5
1975,Replicas,drama,5.5
1975,Replicas,scifi,5.5
1976,Private Life,drama,7.2
1976,Private Life,comedy,7.2
1977,Beyond Skyline,scifi,5.3
1977,Beyond Skyline,thriller,5.3
1977,Beyond Skyline,horror,5.3
1977,Beyond Skyline,action,5.3
1979,Mirai,fantasy,7
1979,Mirai,animation,7
1979,Mirai,drama,7
1979,Mirai,family,7
1985,King of Thieves,drama,5.5
1985,King of Thieves,crime,5.5
1985,King of Thieves,history,5.5
1989,Black Mirror: Bandersnatch,scifi,7.1
1989,Black Mirror: Bandersnatch,thriller,7.1
1989,Black Mirror: Bandersnatch,fantasy,7.1
1989,Black Mirror: Bandersnatch,drama,7.1
1993,RBG,documentation,7.6
1998,The Kindergarten Teacher,drama,6.7
1998,The Kindergarten Teacher,thriller,6.7
1998,The Kindergarten Teacher,european,6.7
1999,Wheelman,thriller,6.4
1999,Wheelman,crime,6.4
1999,Wheelman,action,6.4
2000,Mirage,thriller,7.4
2000,Mirage,drama,7.4
2000,Mirage,documentation,7.4
2000,Mirage,fantasy,7.4
2000,Mirage,music,7.4
2000,Mirage,romance,7.4
2000,Mirage,european,7.4
2001,Set It Up,comedy,6.5
2001,Set It Up,romance,6.5
2002,An Evening with Beverly Luff Linn,crime,5.8
2002,An Evening with Beverly Luff Linn,comedy,5.8
2007,Little Italy,romance,5.7
2007,Little Italy,comedy,5.7
2010,The Outsider,crime,6.2
2010,The Outsider,thriller,6.2
2010,The Outsider,action,6.2
2010,The Outsider,drama,6.2
2014,Banana Split,comedy,6.2
2017,Creep 2,horror,6.4
2017,Creep 2,thriller,6.4
2017,Creep 2,crime,6.4
2017,Creep 2,drama,6.4
2018,Dumplin',comedy,6.5
2018,Dumplin',drama,6.5
2021,Red Joan,thriller,6.4
2021,Red Joan,drama,6.4
2021,Red Joan,history,6.4
2021,Red Joan,romance,6.4
2022,Mute,thriller,5.4
2022,Mute,drama,5.4
2022,Mute,scifi,5.4
2024,Hell Fest,horror,5.5
2024,Hell Fest,thriller,5.5
2025,Small Town Crime,thriller,6.6
2025,Small Town Crime,crime,6.6
2026,Adrift,thriller,6.6
2026,Adrift,drama,6.6
2026,Adrift,romance,6.6
2026,Adrift,action,6.6
2026,Adrift,european,6.6
2029,Happy as Lazzaro,fantasy,7.5
2029,Happy as Lazzaro,drama,7.5
2029,Happy as Lazzaro,european,7.5
2030,A Bad Moms Christmas,comedy,5.6
2031,A-X-L,scifi,5.3
2031,A-X-L,family,5.3
2031,A-X-L,thriller,5.3
2031,A-X-L,action,5.3
2031,A-X-L,drama,5.3
2032,The Other Side of the Wind,drama,6.7
2032,The Other Side of the Wind,european,6.7
2038,22 July,thriller,6.8
2038,22 July,history,6.8
2038,22 July,crime,6.8
2038,22 July,drama,6.8
2038,22 July,european,6.8
2040,Victoria & Abdul,drama,6.8
2040,Victoria & Abdul,history,6.8
2042,May the Devil Take You,thriller,5.9
2042,May the Devil Take You,horror,5.9
2049,Death Note,fantasy,4.5
2049,Death Note,horror,4.5
2049,Death Note,thriller,4.5
2049,Death Note,action,4.5
2049,Death Note,crime,4.5
2049,Death Note,drama,4.5
2051,Bright,thriller,6.3
2051,Bright,fantasy,6.3
2051,Bright,action,6.3
2051,Bright,crime,6.3
2051,Bright,scifi,6.3
2063,"Game Over, Man!",comedy,5.4
2063,"Game Over, Man!",action,5.4
2065,Piercing,thriller,5.5
2065,Piercing,horror,5.5
2070,Mowgli: Legend of the Jungle,drama,6.5
2070,Mowgli: Legend of the Jungle,fantasy,6.5
2073,Goon: Last of the Enforcers,comedy,5.8
2073,Goon: Last of the Enforcers,sport,5.8
2077,Ricky Gervais: Humanity,comedy,7.9
2078,Trolls Holiday,fantasy,6.2
2078,Trolls Holiday,comedy,6.2
2078,Trolls Holiday,family,6.2
2078,Trolls Holiday,romance,6.2
2078,Trolls Holiday,animation,6.2
2084,Siberia,thriller,4.3
2084,Siberia,european,4.3
2084,Siberia,crime,4.3
2084,Siberia,romance,4.3
2086,Woodshock,thriller,4.2
2086,Woodshock,horror,4.2
2086,Woodshock,drama,4.2
2086,Woodshock,fantasy,4.2
2087,War Machine,drama,6
2087,War Machine,comedy,6
2087,War Machine,war,6
2088,Illang: The Wolf Brigade,thriller,5.9
